"Region","RegionName","State","ForecastYoYPctChange","MSAName","CountyName","CityName"
"MSA","Redding, CA","CA",3.40293758732836,"Redding, CA",NA,NA
"MSA","Reno, NV","NV",2.86107478291141,"Reno, NV",NA,NA
"MSA","Richmond, VA","VA",3.18837156552905,"Richmond, VA",NA,NA
"MSA","Riverside, CA","CA",4.7896349965443,"Riverside, CA",NA,NA
"MSA","Roanoke, VA","VA",2.72139728227919,"Roanoke, VA",NA,NA
"MSA","Rochester, MN","MN",3.28283279865474,"Rochester, MN",NA,NA
"MSA","Rochester, NY","NY",1.79943676073638,"Rochester, NY",NA,NA
"MSA","Rockford, IL","IL",3.67741330554,"Rockford, IL",NA,NA
"MSA","Rocky Mount, NC","NC",3.85143456099451,"Rocky Mount, NC",NA,NA
"MSA","Rome, GA","GA",2.19248396462105,"Rome, GA",NA,NA
"MSA","Sacramento, CA","CA",3.94439214853933,"Sacramento, CA",NA,NA
"MSA","Saginaw, MI","MI",4.27821927343596,"Saginaw, MI",NA,NA
"MSA","Salem, OR","OR",4.86662427293501,"Salem, OR",NA,NA
"MSA","Salinas, CA","CA",3.27944022488473,"Salinas, CA",NA,NA
"MSA","Salisbury, MD","MD",2.91568476311786,"Salisbury, MD",NA,NA
"MSA","Salt Lake City, UT","UT",2.11118152540279,"Salt Lake City, UT",NA,NA
"MSA","San Angelo, TX","TX",3.78159362029129,"San Angelo, TX",NA,NA
"MSA","San Antonio, TX","TX",2.65814075097512,"San Antonio, TX",NA,NA
"MSA","San Diego, CA","CA",2.88966978835071,"San Diego, CA",NA,NA
"MSA","San Francisco, CA","CA",1.33329822327022,"San Francisco, CA",NA,NA
"MSA","San Jose, CA","CA",3.41411459892754,"San Jose, CA",NA,NA
"MSA","San Luis Obispo, CA","CA",2.90461430380362,"San Luis Obispo, CA",NA,NA
"MSA","Sandusky, OH","OH",1.93145578322189,"Sandusky, OH",NA,NA
"MSA","Santa Cruz, CA","CA",2.36758393005396,"Santa Cruz, CA",NA,NA
"MSA","Santa Fe, NM","NM",0.285444035687704,"Santa Fe, NM",NA,NA
"MSA","Santa Rosa, CA","CA",-0.0824009228403292,"Santa Rosa, CA",NA,NA
"MSA","Savannah, GA","GA",3.18170927390056,"Savannah, GA",NA,NA
"MSA","Scranton, PA","PA",2.18263971666195,"Scranton, PA",NA,NA
"MSA","Seattle, WA","WA",5.18880550657091,"Seattle, WA",NA,NA
"MSA","Vero Beach, FL","FL",4.30424427245891,"Vero Beach, FL",NA,NA
"MSA","Sheboygan, WI","WI",1.66911101466872,"Sheboygan, WI",NA,NA
"MSA","Shreveport, LA","LA",2.53980268717318,"Shreveport, LA",NA,NA
"MSA","Sioux Falls, SD","SD",2.96710468877335,"Sioux Falls, SD",NA,NA
"MSA","South Bend, IN","IN",2.24463651849417,"South Bend, IN",NA,NA
"MSA","Spartanburg, SC","SC",3.55099145515997,"Spartanburg, SC",NA,NA
"MSA","Spokane, WA","WA",4.72129074127904,"Spokane, WA",NA,NA
"MSA","Springfield, IL","IL",3.73173655335152,"Springfield, IL",NA,NA
"MSA","Springfield, MA","MA",2.621132431961,"Springfield, MA",NA,NA
"MSA","Springfield, MO","MO",2.72802600161732,"Springfield, MO",NA,NA
"MSA","Springfield, OH","OH",2.39396047165816,"Springfield, OH",NA,NA
"MSA","St. Cloud, MN","MN",1.47552799365032,"St. Cloud, MN",NA,NA
"MSA","St. George, UT","UT",1.69088493886368,"St. George, UT",NA,NA
"MSA","St. Louis, MO","MO",2.24150993541746,"St. Louis, MO",NA,NA
"MSA","State College, PA","PA",2.04330601959693,"State College, PA",NA,NA
"MSA","Stockton, CA","CA",5.56931358149492,"Stockton, CA",NA,NA
"MSA","Sumter, SC","SC",3.4773240366663,"Sumter, SC",NA,NA
"MSA","Syracuse, NY","NY",2.67186541619824,"Syracuse, NY",NA,NA
"MSA","Tallahassee, FL","FL",3.53544721238938,"Tallahassee, FL",NA,NA
"MSA","Tampa, FL","FL",3.39068175994852,"Tampa, FL",NA,NA
"MSA","Terre Haute, IN","IN",2.95585651945351,"Terre Haute, IN",NA,NA
"MSA","Texarkana, TX","TX",3.76315991314766,"Texarkana, TX",NA,NA
"MSA","Toledo, OH","OH",1.63930881973017,"Toledo, OH",NA,NA
"MSA","Topeka, KS","KS",3.25012838339558,"Topeka, KS",NA,NA
"MSA","Trenton, NJ","NJ",2.16055983855182,"Trenton, NJ",NA,NA
"MSA","Tucson, AZ","AZ",3.77626216859979,"Tucson, AZ",NA,NA
"MSA","Tulsa, OK","OK",2.40785312985546,"Tulsa, OK",NA,NA
"MSA","Tuscaloosa, AL","AL",0.349520460117045,"Tuscaloosa, AL",NA,NA
"MSA","Utica, NY","NY",2.20213963257313,"Utica, NY",NA,NA
"MSA","Valdosta, GA","GA",3.15039486814173,"Valdosta, GA",NA,NA
"MSA","Vallejo, CA","CA",2.33300956630455,"Vallejo, CA",NA,NA
"MSA","Vineland, NJ","NJ",3.73372295737971,"Vineland, NJ",NA,NA
"MSA","Virginia Beach, VA","VA",1.63825207018269,"Virginia Beach, VA",NA,NA
"MSA","Visalia, CA","CA",4.34576561869123,"Visalia, CA",NA,NA
"MSA","Warner Robins, GA","GA",3.9155412500433,"Warner Robins, GA",NA,NA
"MSA","Washington, DC","VA",2.40089531919942,"Washington, VA",NA,NA
"MSA","Waterloo, IA","IA",3.05971105092128,"Waterloo, IA",NA,NA
"MSA","Wausau, WI","WI",1.73425448421116,"Wausau, WI",NA,NA
"MSA","Weirton, OH","OH",2.6128098129204,"Weirton, OH",NA,NA
"MSA","Wenatchee, WA","WA",5.49952656829203,"Wenatchee, WA",NA,NA
"MSA","Wheeling, OH","OH",2.53170381553387,"Wheeling, OH",NA,NA
"MSA","Williamsport, PA","PA",2.48996830695967,"Williamsport, PA",NA,NA
"MSA","Wilmington, NC","NC",2.31390986621858,"Wilmington, NC",NA,NA
"MSA","Winchester, VA","VA",5.3677079390276,"Winchester, VA",NA,NA
"MSA","Winston-Salem, NC","NC",3.56140043371511,"Winston-Salem, NC",NA,NA
"MSA","Worcester, MA","MA",3.50818130512625,"Worcester, MA",NA,NA
"MSA","Yakima, WA","WA",4.79440520575287,"Yakima, WA",NA,NA
"MSA","York, PA","PA",2.15539693659213,"York, PA",NA,NA
"MSA","Youngstown, OH","OH",1.83482158082604,"Youngstown, OH",NA,NA
"MSA","Yuba City, CA","CA",7.29022379281353,"Yuba City, CA",NA,NA
"MSA","Yuma, AZ","AZ",3.9357851796898,"Yuma, AZ",NA,NA
"MSA","Bloomington, IL","IL",3.30795684377997,"Bloomington, IL",NA,NA
"MSA","Crestview-Fort Walton Beach-Destin, FL","FL",2.80011454568482,"Crestview-Fort Walton Beach-Destin, FL",NA,NA
"MSA","Holland, MI","MI",3.13403775894908,"Holland, MI",NA,NA
"MSA","Lafayette-West Lafayette, IN","IN",3.07423338459819,"Lafayette-West Lafayette, IN",NA,NA
"MSA","Los Angeles-Long Beach-Anaheim, CA","CA",1.22234140655319,"Los Angeles-Long Beach-Anaheim, CA",NA,NA
"MSA","North Port-Sarasota-Bradenton, FL","FL",0.834107757946807,"North Port-Sarasota-Bradenton, FL",NA,NA
"MSA","Santa Maria-Santa Barbara, CA","CA",4.87740541521944,"Santa Maria-Santa Barbara, CA",NA,NA
"MSA","Urban Honolulu, HI","HI",1.87664805927731,"Urban Honolulu, HI",NA,NA
"County","Ada","ID",2.90299990528933,"Boise City, ID","Ada",NA
"County","Bay","FL",3.7799108089244,"Panama City, FL","Bay",NA
"County","Bay","MI",2.20302829310036,"Bay City, MI","Bay",NA
"County","Gem","ID",2.17906823339699,"Boise City, ID","Gem",NA
"County","Lee","AL",2.93202331411201,"Auburn, AL","Lee",NA
"County","Lee","FL",2.88747482638454,"Fort Myers, FL","Lee",NA
"County","Lee","GA",3.82324907223665,"Albany, GA","Lee",NA
"County","Bell","TX",3.17863700860756,"Killeen, TX","Bell",NA
"County","Bibb","GA",4.23343163773594,"Macon, GA","Bibb",NA
"County","Boyd","KY",3.50723246523397,"Huntington, KY","Boyd",NA
